%time,field.layout.data_offset,field.data0,field.data1
"1,54892924249033E+018",0,0.609516382217,8.36600017548
"1,54892924259109E+018",0,0.609785556793,8.36600017548
"1,54892924269212E+018",0,0.610010802746,8.36600017548
"1,54892924279304E+018",0,0.60984057188,8.36600017548
"1,5489292428943E+018",0,0.609966874123,8.36600017548
"1,54892924299504E+018",0,0.610032856464,8.36600017548
"1,54892924309626E+018",0,0.610241651535,8.36600017548
"1,54892924319733E+018",0,0.609769105911,8.36600017548
"1,54892924329794E+018",0,0.609977841377,8.36600017548
"1,54892924339886E+018",0,0.610307514668,8.36600017548
"1,54892924349988E+018",0,0.610153734684,8.36600017548
"1,54892924360081E+018",0,0.610313057899,8.36600017548
"1,54892924370441E+018",0,0.610291063786,8.36600017548
"1,54892924380289E+018",0,0.610307514668,8.36600017548
"1,54892924390406E+018",0,0.610406398773,8.36600017548
"1,54892924400496E+018",0,0.61069214344,8.36600017548
"1,54892924410659E+018",0,0.610356986523,8.36600017548
"1,54892924420666E+018",0,0.610307633877,8.36600017548
"1,5489292443079E+018",0,0.610395431519,8.36600017548
"1,54892924440868E+018",0,0.610197663307,8.36600017548
"1,54892924450973E+018",0,0.610307514668,8.36600017548
"1,54892924461087E+018",0,0.61013174057,8.36600017548
"1,54892924469258E+018",0,0.610401034355,8.36600017548
"1,54892924471419E+018",0,0.609774589539,8.36600017548
"1,54892924479212E+018",0,0.609774589539,8.36600017548
"1,54892924491437E+018",0,0.610302090645,8.36600017548
"1,54892924499391E+018",0,0.610170185566,8.36600017548
"1,54892924509469E+018",0,0.610225141048,8.36600017548
"1,54892924519563E+018",0,0.61013174057,8.36600017548
"1,54892924531765E+018",0,0.610269129276,8.36600017548
"1,54892924539783E+018",0,0.610197663307,8.36600017548
"1,54892924549862E+018",0,0.609922945499,8.36600017548
"1,54892924562083E+018",0,0.610527336597,8.36600017548
"1,54892924570073E+018",0,0.609928488731,8.36600017548
"1,54892924582257E+018",0,0.610280096531,8.36600017548
"1,54892924590262E+018",0,0.374545127153,8.30100059509
"1,54892924602446E+018",0,1.08983874321,13.0260009766
"1,54892924610465E+018",0,1.55023550987,20.2030010223
"1,54892924622663E+018",0,2.2956225872,24.029001236
"1,54892924630664E+018",0,1.1152266264,11.9000005722
"1,54892924642863E+018",0,1.65316700935,17.9010009766
"1,54892924650883E+018",0,2.70946526527,26.9990005493
"1,54892924663042E+018",0,2.20167422295,26.5420017242
"1,54892924671037E+018",0,1.17164027691,15.54500103
"1,5489292468325E+018",0,0.631706953049,6.71000051498
"1,54892924691253E+018",0,1.37749552727,17.6500015259
"1,54892924703443E+018",0,1.20386481285,15.0840005875
"1,54892924711448E+018",0,1.873234272,20.9650001526
"1,54892924723643E+018",0,2.48387861252,25.3390007019
"1,54892924724061E+018",0,1.38599419594,18.5870018005
"1,54892924731647E+018",0,1.38599419594,18.5870018005
"1,54892924743866E+018",0,1.55012309551,17.7590007782
"1,54892924751857E+018",0,2.46225237846,30.7480010986
"1,54892924764052E+018",0,2.21254563332,24.2730007172
"1,54892924772057E+018",0,1.1486748457,14.6960010529
"1,5489292478423E+018",0,0.625744283199,10.311000824
"1,54892924792233E+018",0,1.40431988239,17.6560001373
"1,54892924804449E+018",0,1.20010340214,14.7460002899
"1,54892924812487E+018",0,2.01674580574,23.4420013428
"1,54892924824642E+018",0,2.29002285004,24.2440013885
"1,54892924832632E+018",0,1.39789605141,20.9010009766
"1,54892924844842E+018",0,1.79532146454,19.7230014801
"1,54892924852825E+018",0,2.54246687889,24.8340015411
"1,54892924865045E+018",0,2.12287187576,24.9940013885
"1,54892924873025E+018",0,1.09902489185,15.4550008774
"1,5489292488526E+018",0,0.510571420193,11.8680009842
"1,54892924893224E+018",0,1.44915795326,16.8220005035
"1,54892924905421E+018",0,1.13359606266,12.6610002518
"1,54892924913423E+018",0,2.18926119804,28.8010005951
"1,54892924925607E+018",0,2.13547873497,28.4720020294
"1,54892924933628E+018",0,1.44603383541,17.2230014801
"1,54892924945835E+018",0,1.97456681728,20.1210002899
"1,54892924953814E+018",0,2.56525707245,25.2820014954
"1,54892924966111E+018",0,2.20656490326,23.9240016937
"1,54892924976104E+018",0,1.04279625416,13.8140010834
"1,5489292497653E+018",0,0.641912221909,9.3390007019
"1,54892924984124E+018",0,0.641912221909,9.3390007019
"1,54892924996422E+018",0,1.44285440445,16.8520011902
"1,54892925006508E+018",0,1.08078277111,19.4510002136
"1,54892925016597E+018",0,2.52522015572,29.3630008698
"1,54892925026719E+018",0,2.17490577698,28.576002121
"1,54892925036802E+018",0,1.49794197083,19.107000351
"1,54892925046924E+018",0,2.01801943779,21.2070007324
"1,54892925057039E+018",0,2.50878930092,26.5340003967
"1,54892925067115E+018",0,2.01662445068,23.2410011292
"1,54892925077205E+018",0,0.981211483479,14.4950008392
"1,54892925087296E+018",0,0.784346342087,7.70500040054
"1,54892925097407E+018",0,1.62105536461,18.6100006104
"1,54892925107501E+018",0,0.880979716778,10.5810003281
"1,54892925117602E+018",0,2.72767829895,31.2660007477
"1,54892925127713E+018",0,1.97250413895,20.9870014191
"1,54892925137808E+018",0,1.28790342808,15.1310005188
"1,54892925147885E+018",0,1.95621943474,19.5340003967
"1,54892925157984E+018",0,2.47386455536,25.4310016632
"1,54892925168083E+018",0,1.9962542057,23.1160011292
"1,54892925178179E+018",0,0.955187141895,10.4160003662
"1,5489292518828E+018",0,0.863256216049,10.4090003967
"1,54892925196279E+018",0,1.50702083111,18.6870002747
"1,54892925206403E+018",0,0.869175732136,9.43200016022
"1,54892925218571E+018",0,2.71815800667,28.3300018311
"1,54892925226567E+018",0,1.83710598946,20.3730010986
"1,548929252289E+018",0,1.31870663166,15.3040008545
"1,54892925236668E+018",0,1.31870663166,15.3040008545
"1,54892925246766E+018",0,2.14258480072,22.1550006866
"1,54892925258972E+018",0,2.46472883224,26.6160011292
"1,54892925266968E+018",0,1.72579538822,23.3030014038
"1,54892925277067E+018",0,0.795776605606,12.2430009842
"1,5489292528926E+018",0,1.13525402546,11.8190002441
"1,54892925297267E+018",0,1.2906730175,18.1410007477
"1,54892925309454E+018",0,1.18793332577,12.0080003738
"1,54892925317458E+018",0,2.73932266235,27.4380016327
"1,5489292532966E+018",0,1.72007060051,18.0680007935
"1,54892925337657E+018",0,1.22810482979,13.8650007248
"1,5489292534986E+018",0,2.30681467056,21.4610004425
"1,54892925357865E+018",0,2.51004004478,28.672000885
"1,54892925370056E+018",0,1.46998381615,16.1850013733
"1,54892925378061E+018",0,0.783927738667,8.68100070953
"1,54892925390248E+018",0,1.15944099426,14.4050006866
"1,54892925398249E+018",0,1.29967749119,21.390001297
"1,54892925410447E+018",0,1.31604254246,15.3620004654
"1,54892925418464E+018",0,2.61522841454,31.983001709
"1,54892925430661E+018",0,1.51494157314,20.4280014038
"1,54892925438639E+018",0,1.23122739792,21.0130004883
"1,54892925450845E+018",0,2.32903504372,22.5630016327
"1,54892925458838E+018",0,2.43922042847,24.9660015106
"1,54892925471045E+018",0,1.30845367908,15.1710004807
"1,54892925479035E+018",0,0.648446261883,7.79900026321
